,SES0100,date,time,ECB0100,SST0100,SPS0100,ETB0100,AHA0100,SHS0100,SRT0100,ARA0100,EOS0100,SIR0100
368,,2021-07-16,04:01:44.145533,,,,,,,,OFF,,
369,,2021-07-16,04:01:46.187568,,,,,,55.89640324409981,,,,
370,0.0,2021-07-16,04:01:47.152650,,,,,,,,,,
371,,2021-07-16,04:01:47.343967,HALT,,,,,,,,,
372,,2021-07-16,04:01:47.571578,,217.91709118493083,,,,,,,,
373,,2021-07-16,04:01:47.742830,,,,,OFF,,,,,
374,,2021-07-16,04:01:47.921464,,,9.984761749177254,,,,,,,
375,0.0,2021-07-16,04:01:52.187385,,,,,,,,,,
376,,2021-07-16,04:01:52.389750,HALT,,,,,,,,,
377,,2021-07-16,04:01:52.554524,,217.7424590862828,,,,,,,,
378,,2021-07-16,04:01:52.736168,,,,"{'maxValueVolt': 4.990297605637142, 'minValueVolt': 0.07301339275971744, 'maxValueCurr': 19.962649683261255, 'minValueCurr': 3.956304902799501}",,,,,,
379,,2021-07-16,04:01:52.936228,,,19.966310021929928,,,,,,,
380,,2021-07-16,04:01:53.210186,,,,,,,,,Pass,
381,0.0,2021-07-16,04:01:57.195782,,,,,,,,,,
382,,2021-07-16,04:01:57.405300,HALT,,,,,,,,,
383,,2021-07-16,04:01:57.614390,,,,,,,23.439884388530178,,,
384,,2021-07-16,04:01:57.848377,,217.7046782654608,,,,,,,,
385,,2021-07-16,04:01:57.985740,,,29.923348647595464,,,,,,,
386,,2021-07-16,04:01:58.133121,,,,,,,,,,"{'True': 45, 'False': 15}"
387,,2021-07-16,04:01:59.225552,,,,,,,,OFF,,
388,,2021-07-16,04:02:01.213224,,,,,,55.86772520218109,,,,
389,,2021-07-16,04:02:01.882785,,,,PPPP,,,,,,
390,0.0,2021-07-16,04:02:02.199011,,,,,,,,,,
391,,2021-07-16,04:02:02.472148,HALT,,,,,,,,,
392,,2021-07-16,04:02:02.644208,,217.55142165922402,,,,,,,,
393,,2021-07-16,04:02:02.787286,,,39.94718277791224,,,,,,,
394,,2021-07-16,04:02:03.004189,,,,,OFF,,,,,
395,0.0,2021-07-16,04:02:07.222974,,,,,,,,,,
396,,2021-07-16,04:02:07.409423,HALT,,,,,,,,,
397,,2021-07-16,04:02:07.652265,,217.57776924686127,,,,,,,,
398,,2021-07-16,04:02:07.828098,,,50.01660119210946,,,,,,,
399,,2021-07-16,04:02:07.981696,,,,"{'maxValueVolt': 4.936480317365635, 'minValueVolt': 0.009510658799112944, 'maxValueCurr': 20.0326627179282, 'minValueCurr': 4.039334611841922}",,,,,,
400,,2021-07-16,04:02:08.272983,,,,,,,,,Pass,
401,0.0,2021-07-16,04:02:12.222881,,,,,,,,,,
402,,2021-07-16,04:02:12.387970,HALT,,,,,,,,,
403,,2021-07-16,04:02:12.556028,,,,,,,23.3811709461659,,,
404,,2021-07-16,04:02:12.731403,,217.4694833599358,,,,,,,,
405,,2021-07-16,04:02:12.911541,,,60.023409010388185,,,,,,,
406,,2021-07-16,04:02:14.309133,,,,,,,,OFF,,
407,,2021-07-16,04:02:16.225233,,,,,,55.90372158788276,,,,
408,0.0,2021-07-16,04:02:17.226868,,,,,,,,,,
409,,2021-07-16,04:02:17.374398,HALT,,,,,,,,,
410,,2021-07-16,04:02:17.608603,,217.33616074795918,,,,,,,,
411,,2021-07-16,04:02:17.772510,,,70.01842223638982,,,,,,,
412,,2021-07-16,04:02:17.949779,,,,,OFF,,,,,
413,,2021-07-16,04:02:19.712227,,,,PFPP,,,,,,
414,0.0,2021-07-16,04:02:22.247036,,,,,,,,,,
415,,2021-07-16,04:02:22.416238,HALT,,,,,,,,,
416,,2021-07-16,04:02:22.569225,,217.15955932360282,,,,,,,,
417,,2021-07-16,04:02:22.800514,,,79.97033294714895,,,,,,,
418,,2021-07-16,04:02:22.970108,,,,"{'maxValueVolt': 4.969603913641839, 'minValueVolt': 0.01592864812500202, 'maxValueCurr': 20.03436218491692, 'minValueCurr': 3.9752765655706}",,,,,,
419,,2021-07-16,04:02:23.370993,,,,,,,,,Pass,
420,0.0,2021-07-16,04:02:27.262560,,,,,,,,,,
421,,2021-07-16,04:02:27.516106,HALT,,,,,,,,,
422,,2021-07-16,04:02:27.729159,,,,,,,23.363380197062767,,,
423,,2021-07-16,04:02:27.988557,,217.3159150734326,,,,,,,,
424,,2021-07-16,04:02:28.161716,,,89.99844764088222,,,,,,,
425,,2021-07-16,04:02:29.398150,,,,,,,,OFF,,
426,,2021-07-16,04:02:31.242391,,,,,,55.95416566809482,,,,
427,0.0,2021-07-16,04:02:32.263385,,,,,,,,,,
428,,2021-07-16,04:02:32.454471,HALT,,,,,,,,,
429,,2021-07-16,04:02:32.639326,,217.41751677716914,,,,,,,,
430,,2021-07-16,04:02:32.815403,,,100.0152001122932,,,,,,,
431,,2021-07-16,04:02:32.973983,,,,,OFF,,,,,
432,0.0,2021-07-16,04:02:37.266924,,,,,,,,,,
433,,2021-07-16,04:02:37.485321,RUN,,,,,,,,,
434,,2021-07-16,04:02:37.685511,,217.42429183534716,,,,,,,,
435,,2021-07-16,04:02:37.848591,,,110.02045018423209,,,,,,,
436,,2021-07-16,04:02:38.065487,,,,"{'maxValueVolt': 5.283345068594867, 'minValueVolt': 0.08933767213076663, 'maxValueCurr': 19.951324058602346, 'minValueCurr': 3.9634678413803455}",,,,,,
437,,2021-07-16,04:02:38.410861,,,,PFPP,,,,,,
438,,2021-07-16,04:02:38.584205,,,,,,,,,Pass,
439,0.0,2021-07-16,04:02:42.327536,,,,,,,,,,
440,,2021-07-16,04:02:42.611699,RUN,,,,,,,,,
441,,2021-07-16,04:02:42.833697,,,,,,,23.308079545765466,,,
442,,2021-07-16,04:02:43.070824,,217.36039008081937,,,,,,,,
443,,2021-07-16,04:02:43.248859,,,10.055188943592006,,,,,,,
444,,2021-07-16,04:02:44.477119,,,,,,,,OFF,,
445,,2021-07-16,04:02:46.278219,,,,,,55.902627707715524,,,,
446,0.0,2021-07-16,04:02:47.322844,,,,,,,,,,
447,,2021-07-16,04:02:47.510709,RUN,,,,,,,,,
448,,2021-07-16,04:02:47.700027,,217.48443917309712,,,,,,,,
449,,2021-07-16,04:02:47.868099,,,20.047070175800464,,,,,,,
450,,2021-07-16,04:02:48.093106,,,,,OFF,,,,,
451,0.0,2021-07-16,04:02:52.341676,,,,,,,,,,
452,,2021-07-16,04:02:52.559102,RUN,,,,,,,,,
453,,2021-07-16,04:02:52.780036,,217.30524494595429,,,,,,,,
454,,2021-07-16,04:02:52.984936,,,30.074353781008643,,,,,,,
455,,2021-07-16,04:02:53.192659,,,,"{'maxValueVolt': 4.865665374808016, 'minValueVolt': -0.004034679307809426, 'maxValueCurr': 20.02084890504982, 'minValueCurr': 3.958952406330913}",,,,,,
456,,2021-07-16,04:02:53.549168,,,,,,,,,Pass,
457,0.0,2021-07-16,04:02:57.355518,,,,,,,,,,
458,,2021-07-16,04:02:57.562124,RUN,,,,,,,,,
459,,2021-07-16,04:02:57.724688,,,,,,,23.27952091295657,,,
460,,2021-07-16,04:02:58.028166,,217.47975575434853,,,,,,,,
461,,2021-07-16,04:02:58.229473,,,40.094868131408646,,,,,,,
462,,2021-07-16,04:02:58.430410,,,,,,,,,,"{'True': 35, 'False': 25}"
463,,2021-07-16,04:02:58.697561,,,,FPPP,,,,,,
464,,2021-07-16,04:02:59.572892,,,,,,,,OFF,,
465,,2021-07-16,04:03:01.308690,,,,,,55.835830517289025,,,,
466,0.0,2021-07-16,04:03:02.368783,,,,,,,,,,
467,,2021-07-16,04:03:02.552851,RUN,,,,,,,,,
468,,2021-07-16,04:03:02.706464,,217.63893607587045,,,,,,,,
469,,2021-07-16,04:03:02.919431,,,50.09675654908801,,,,,,,
470,,2021-07-16,04:03:03.126565,,,,,OFF,,,,,
471,0.0,2021-07-16,04:03:07.400893,,,,,,,,,,
472,,2021-07-16,04:03:07.562832,RUN,,,,,,,,,
473,,2021-07-16,04:03:07.738086,,217.46134916710662,,,,,,,,
474,,2021-07-16,04:03:07.980428,,,60.079062996705034,,,,,,,
475,,2021-07-16,04:03:08.123436,,,,"{'maxValueVolt': 4.876569616029143, 'minValueVolt': 0.14682230572925156, 'maxValueCurr': 19.94047414424339, 'minValueCurr': 3.9508044571772136}",,,,,,
476,,2021-07-16,04:03:08.644080,,,,,,,,,Pass,
477,0.0,2021-07-16,04:03:12.406442,,,,,,,,,,
478,,2021-07-16,04:03:12.569379,RUN,,,,,,,,,
479,,2021-07-16,04:03:12.752868,,,,,,,23.26379982332169,,,
480,,2021-07-16,04:03:12.912326,,217.4000173815517,,,,,,,,
481,,2021-07-16,04:03:13.046733,,,70.0424986873869,,,,,,,
482,,2021-07-16,04:03:14.664039,,,,,,,,OFF,,
483,,2021-07-16,04:03:16.320414,,,,,,55.90979092049768,,,,
484,,2021-07-16,04:14:55.461850,,,,FPPF,,,,,,
485,0.0,2021-07-16,04:14:55.793254,,,,,,,,,,
486,,2021-07-16,04:14:56.154773,RUN,,,,,,,,,
487,,2021-07-16,04:14:56.472675,,217.36067689670202,,,,,,,,
488,,2021-07-16,04:14:56.719348,,,80.02660575081377,,,,,,,
489,,2021-07-16,04:14:56.997692,,,,,OFF,,,,,
490,0.0,2021-07-16,04:14:57.360144,,,,,,,,,,
491,,2021-07-16,04:14:57.651823,RUN,,,,,,,,,
492,,2021-07-16,04:14:57.900159,,217.44727578111514,,,,,,,,
493,,2021-07-16,04:14:58.184479,,,90.05119611355889,,,,,,,
494,,2021-07-16,04:14:58.464650,,,,"{'maxValueVolt': 5.110142284502091, 'minValueVolt': -0.019278608853788324, 'maxValueCurr': 19.883376643674275, 'minValueCurr': 4.0130854243758405}",,,,,,
495,,2021-07-16,04:14:58.724482,,,,,,,,,Pass,
496,,2021-07-16,04:14:59.152250,,,,"{'maxValueVolt': 5.119832277022464, 'minValueVolt': -0.10062472500703042, 'maxValueCurr': 19.952493074725506, 'minValueCurr': 3.9701905596089304}",,,,,,
497,0.0,2021-07-16,04:14:59.480230,,,,,,,,,,
498,,2021-07-16,04:14:59.741881,RUN,,,,,,,,,
499,,2021-07-16,04:14:59.995848,,217.29947589532463,,,,,,,,
500,,2021-07-16,04:15:00.301659,,,9.898569175029307,,,,,,,
501,,2021-07-16,04:15:00.621595,,,,,,,,,Pass,
502,0.0,2021-07-16,04:15:00.914180,,,,,,,,,,
503,,2021-07-16,04:15:01.184372,RUN,,,,,,,,,
504,,2021-07-16,04:15:01.440646,,217.12388552241654,,,,,,,,
505,,2021-07-16,04:15:01.753113,,,,"{'maxValueVolt': 4.840093162440229, 'minValueVolt': -0.14661343493316165, 'maxValueCurr': 20.045072903002254, 'minValueCurr': 3.954499857042389}",,,,,,
506,,2021-07-16,04:15:02.080370,,,19.92588712876505,,,,,,,
507,0.0,2021-07-16,04:15:02.349631,,,,,,,,,,
508,,2021-07-16,04:15:02.572162,RUN,,,,,,,,,
509,,2021-07-16,04:15:02.894772,,216.95139044037444,,,,,,,,
510,,2021-07-16,04:15:03.244082,,,29.853809702262676,,,,,,,
511,,2021-07-16,04:15:03.496354,,,,,ON,,,,,
512,,2021-07-16,04:15:04.152398,,,,,,54.828315284190424,,,,
513,0.0,2021-07-16,04:15:05.416211,,,,,,,,,,
514,,2021-07-16,04:15:05.648357,RUN,,,,,,,,,
515,,2021-07-16,04:15:05.916910,,217.07034466685798,,,,,,,,
516,,2021-07-16,04:15:06.176435,,,39.8417941619536,,,,,,,
517,,2021-07-16,04:15:06.423279,,,,,,,,ON,,
518,,2021-07-16,04:15:07.469124,,,,,,,23.275734842430055,,,
519,,2021-07-16,04:15:07.832023,,,,,,,,,Pass,
520,0.0,2021-07-16,04:15:10.433186,,,,,,,,,,
521,,2021-07-16,04:15:10.722276,HALT,,,,,,,,,
522,,2021-07-16,04:15:10.948318,,217.1176328423923,,,,,,,,
523,,2021-07-16,04:15:11.312521,,,,"{'maxValueVolt': 4.8743254172087624, 'minValueVolt': -0.06051224708996139, 'maxValueCurr': 19.962871108250052, 'minValueCurr': 4.0636715296589125}",,,,,,
524,,2021-07-16,04:15:11.544332,,,49.88842224300477,,,,,,,
525,,2021-07-16,04:15:11.858333,,,,PPPF,,,,,,
526,0.0,2021-07-16,04:15:15.452643,,,,,,,,,,
527,,2021-07-16,04:15:15.732168,HALT,,,,,,,,,
528,,2021-07-16,04:15:16.036843,,217.23189150524624,,,,,,,,
529,,2021-07-16,04:15:16.311222,,,59.90056420857474,,,,,,,
530,,2021-07-16,04:15:17.190849,,,,,ON,,,,,
531,,2021-07-16,04:15:19.152142,,,,,,54.88722512729694,,,,
532,0.0,2021-07-16,04:15:20.448160,,,,,,,,,,
533,,2021-07-16,04:15:20.807534,RUN,,,,,,,,,
534,,2021-07-16,04:15:21.156925,,217.3370406300461,,,,,,,,
535,,2021-07-16,04:15:21.420303,,,69.90792483317986,,,,,,,
536,,2021-07-16,04:15:21.631452,,,,,,,,ON,,
537,,2021-07-16,04:15:22.460345,,,,,,,23.28489663165637,,,
538,,2021-07-16,04:15:22.908283,,,,,,,,,Pass,
539,0.0,2021-07-16,04:15:25.448580,,,,,,,,,,
540,,2021-07-16,04:15:25.792140,RUN,,,,,,,,,
541,,2021-07-16,04:15:26.020236,,217.15750240943828,,,,,,,,
542,,2021-07-16,04:15:26.244262,,,79.91442404350667,,,,,,,
543,,2021-07-16,04:15:26.448928,,,,"{'maxValueVolt': 5.122703100805682, 'minValueVolt': 0.07688921184333145, 'maxValueCurr': 20.056344426583166, 'minValueCurr': 4.115414389825772}",,,,,,
544,,2021-07-16,04:15:27.256461,,,,PFPP,,,,,,
545,0.0,2021-07-16,04:15:30.447103,,,,,,,,,,
546,,2021-07-16,04:15:30.764505,RUN,,,,,,,,,
547,,2021-07-16,04:15:31.017989,,216.97822096747063,,,,,,,,
548,,2021-07-16,04:15:31.255196,,,89.93943518450287,,,,,,,
549,,2021-07-16,04:15:32.309190,,,,,ON,,,,,
550,,2021-07-16,04:15:34.190923,,,,,,54.82431618603406,,,,
551,0.0,2021-07-16,04:15:35.507268,,,,,,,,,,
552,,2021-07-16,04:15:35.870476,RUN,,,,,,,,,
553,,2021-07-16,04:15:36.116175,,217.1266614488998,,,,,,,,
554,,2021-07-16,04:15:36.351192,,,99.89898815969002,,,,,,,
555,,2021-07-16,04:15:36.576242,,,,,,,,OFF,,
556,,2021-07-16,04:15:37.520369,,,,,,,23.26473277388943,,,
557,,2021-07-16,04:15:38.012609,,,,,,,,,Pass,
558,0.0,2021-07-16,04:15:40.525570,,,,,,,,,,
559,,2021-07-16,04:15:40.816392,RUN,,,,,,,,,
560,,2021-07-16,04:15:41.081142,,216.97618173203324,,,,,,,,
561,,2021-07-16,04:15:41.304493,,,109.93901466801613,,,,,,,
562,,2021-07-16,04:15:41.568697,,,,"{'maxValueVolt': 4.961877560892696, 'minValueVolt': -0.01777617051836473, 'maxValueCurr': 20.020432486485735, 'minValueCurr': 4.005270018886035}",,,,,,
563,0.0,2021-07-16,04:15:45.504508,,,,,,,,,,
564,,2021-07-16,04:15:45.857217,RUN,,,,,,,,,
565,,2021-07-16,04:15:46.145898,,216.8379299187983,,,,,,,,
566,,2021-07-16,04:15:46.394292,,,119.92139888628896,,,,,,,
567,,2021-07-16,04:15:46.644688,,,,,,,,,,"{'True': 40, 'False': 20}"
568,,2021-07-16,04:15:47.405521,,,,,ON,,,,,
569,,2021-07-16,04:15:47.736224,,,,PPPP,,,,,,
570,,2021-07-16,04:15:49.170126,,,,,,54.81447960236694,,,,
571,0.0,2021-07-16,04:15:50.548285,,,,,,,,,,
572,,2021-07-16,04:15:50.848366,HALT,,,,,,,,,
573,,2021-07-16,04:15:51.176349,,216.91245113494492,,,,,,,,
574,,2021-07-16,04:15:51.552156,,,129.92991518357064,,,,,,,
575,,2021-07-16,04:15:51.784492,,,,,,,,OFF,,
576,,2021-07-16,04:15:52.506322,,,,,,,23.27730989800229,,,
577,,2021-07-16,04:15:53.100289,,,,,,,,,Pass,
578,0.0,2021-07-16,04:15:55.524062,,,,,,,,,,
579,,2021-07-16,04:15:55.871827,HALT,,,,,,,,,
580,,2021-07-16,04:15:56.136302,,217.0271147251661,,,,,,,,
581,,2021-07-16,04:15:56.381426,,,9.993050155186943,,,,,,,
582,,2021-07-16,04:15:56.644602,,,,"{'maxValueVolt': 4.967829311834389, 'minValueVolt': 0.058104274418975047, 'maxValueCurr': 20.06204235376963, 'minValueCurr': 3.9326124491199996}",,,,,,
583,0.0,2021-07-16,04:16:00.548419,,,,,,,,,,
584,,2021-07-16,04:16:00.824809,HALT,,,,,,,,,
585,,2021-07-16,04:16:01.082286,,217.07194058389354,,,,,,,,
586,,2021-07-16,04:16:01.306434,,,19.998637806060287,,,,,,,
587,,2021-07-16,04:16:02.476314,,,,,ON,,,,,
588,,2021-07-16,04:16:04.224397,,,,,,54.877132807542,,,,
589,0.0,2021-07-16,04:16:05.600555,,,,,,,,,,
590,,2021-07-16,04:16:05.892089,HALT,,,,,,,,,
591,,2021-07-16,04:16:06.149620,,216.994777863165,,,,,,,,
592,,2021-07-16,04:16:06.413011,,,30.053026316950245,,,,,,,
593,,2021-07-16,04:16:06.652389,,,,,,,,OFF,,
594,,2021-07-16,04:16:07.532425,,,,,,,23.28935942880021,,,
595,,2021-07-16,04:16:08.232855,,,,,,,,,Pass,
596,,2021-07-16,04:16:08.616206,,,,PPPP,,,,,,
597,0.0,2021-07-16,04:16:10.551663,,,,,,,,,,
598,,2021-07-16,04:16:10.937480,HALT,,,,,,,,,
599,,2021-07-16,04:16:11.244291,,217.1703054781271,,,,,,,,
600,,2021-07-16,04:16:11.516289,,,40.09523789730015,,,,,,,
601,,2021-07-16,04:16:11.749796,,,,"{'maxValueVolt': 5.142263319985465, 'minValueVolt': 0.06110542307206255, 'maxValueCurr': 19.953966102059574, 'minValueCurr': 4.088253829574703}",,,,,,
602,0.0,2021-07-16,04:16:15.589866,,,,,,,,,,
603,,2021-07-16,04:16:15.911234,RUN,,,,,,,,,
604,,2021-07-16,04:16:16.142601,,217.0141383191232,,,,,,,,
605,,2021-07-16,04:16:16.400311,,,50.05958295108286,,,,,,,
606,,2021-07-16,04:16:17.584167,,,,,ON,,,,,
607,,2021-07-16,04:16:19.264145,,,,,,54.81429709315633,,,,
608,0.0,2021-07-16,04:16:20.567435,,,,,,,,,,
609,,2021-07-16,04:16:20.869857,RUN,,,,,,,,,
610,,2021-07-16,04:16:21.108948,,216.845324512758,,,,,,,,
611,,2021-07-16,04:16:21.400682,,,60.03122177379414,,,,,,,
612,,2021-07-16,04:16:21.648750,,,,,,,,OFF,,
613,,2021-07-16,04:16:22.584131,,,,,,,23.26806897628555,,,
614,,2021-07-16,04:16:23.280438,,,,,,,,,Pass,
615,0.0,2021-07-16,04:16:25.588249,,,,,,,,,,
616,,2021-07-16,04:16:25.977333,RUN,,,,,,,,,
617,,2021-07-16,04:16:26.244974,,216.66623847055072,,,,,,,,
618,,2021-07-16,04:16:26.510376,,,70.01276005735693,,,,,,,
619,,2021-07-16,04:16:26.839526,,,,"{'maxValueVolt': 4.976157166518592, 'minValueVolt': -0.13459481439945264, 'maxValueCurr': 19.97709484055663, 'minValueCurr': 4.0553765790612895}",,,,,,
620,,2021-07-16,04:16:27.382432,,,,PPPP,,,,,,
621,0.0,2021-07-16,04:16:30.572764,,,,,,,,,,
622,,2021-07-16,04:16:30.884556,RUN,,,,,,,,,
623,,2021-07-16,04:16:31.121403,,216.67822142709892,,,,,,,,
624,,2021-07-16,04:16:31.402788,,,80.03680233522965,,,,,,,
625,,2021-07-16,04:16:32.696340,,,,,ON,,,,,
626,,2021-07-16,04:16:34.246549,,,,,,54.79816485048338,,,,
627,0.0,2021-07-16,04:16:35.617686,,,,,,,,,,
628,,2021-07-16,04:16:35.902343,RUN,,,,,,,,,
629,,2021-07-16,04:16:36.233422,,216.6827047367431,,,,,,,,
630,,2021-07-16,04:16:36.472529,,,90.00512189099648,,,,,,,
631,,2021-07-16,04:16:36.711638,,,,,,,,OFF,,
632,,2021-07-16,04:16:37.612530,,,,,,,23.33849220824005,,,
633,,2021-07-16,04:16:38.452162,,,,,,,,,Pass,
634,0.0,2021-07-16,04:16:40.632269,,,,,,,,,,
635,,2021-07-16,04:16:40.946230,RUN,,,,,,,,,
636,,2021-07-16,04:16:41.216444,,216.85292332585968,,,,,,,,
637,,2021-07-16,04:16:41.460491,,,99.99291765601299,,,,,,,
638,,2021-07-16,04:16:41.719761,,,,"{'maxValueVolt': 4.985348315752927, 'minValueVolt': -0.01999122992384296, 'maxValueCurr': 20.079045031902574, 'minValueCurr': 3.991855146469239}",,,,,,
639,,2021-07-16,04:16:45.609222,,,,PPPP,,,,,,
640,0.0,2021-07-16,04:16:46.086705,,,,,,,,,,
641,,2021-07-16,04:16:46.377658,RUN,,,,,,,,,
642,,2021-07-16,04:16:46.648487,,217.00577252507838,,,,,,,,
643,,2021-07-16,04:16:46.924764,,,110.04691123186541,,,,,,,
644,,2021-07-16,04:16:47.185322,,,,,,,,,,"{'True': 36, 'False': 24}"
645,,2021-07-16,04:16:47.752294,,,,,ON,,,,,
646,,2021-07-16,04:16:49.296292,,,,,,54.85985639497663,,,,
647,0.0,2021-07-16,04:16:50.644611,,,,,,,,,,
648,,2021-07-16,04:16:50.925521,RUN,,,,,,,,,
649,,2021-07-16,04:16:51.196721,,216.95487276849386,,,,,,,,
650,,2021-07-16,04:16:51.424150,,,9.985761787203014,,,,,,,
651,,2021-07-16,04:16:51.681338,,,,,,,,OFF,,
652,,2021-07-16,04:16:52.620476,,,,,,,23.34213411834281,,,
653,,2021-07-16,04:16:53.497029,,,,,,,,,Pass,
654,0.0,2021-07-16,04:16:55.642094,,,,,,,,,,
655,,2021-07-16,04:16:55.936583,RUN,,,,,,,,,
656,,2021-07-16,04:16:56.184592,,216.78720231123626,,,,,,,,
657,,2021-07-16,04:16:56.460309,,,19.938595608935124,,,,,,,
658,,2021-07-16,04:16:56.709068,,,,"{'maxValueVolt': 5.031403598641751, 'minValueVolt': 0.007455037580465407, 'maxValueCurr': 19.99658212528427, 'minValueCurr': 3.929776371952491}",,,,,,
659,0.0,2021-07-16,04:17:00.656271,,,,,,,,,,
660,,2021-07-16,04:17:01.013852,RUN,,,,,,,,,
661,,2021-07-16,04:17:01.305893,,216.7872126187093,,,,,,,,
662,,2021-07-16,04:17:01.580409,,,29.970636530504226,,,,,,,
663,,2021-07-16,04:17:02.828674,,,,,ON,,,,,
664,,2021-07-16,04:17:04.328050,,,,,,54.92333301674649,,,,
665,,2021-07-16,04:17:05.198438,,,,PPFP,,,,,,
666,0.0,2021-07-16,04:17:05.632786,,,,,,,,,,
667,,2021-07-16,04:17:05.923654,RUN,,,,,,,,,
668,,2021-07-16,04:17:06.224175,,216.67683694935832,,,,,,,,
669,,2021-07-16,04:17:06.478008,,,39.95954197313229,,,,,,,
670,,2021-07-16,04:17:06.799682,,,,,,,,OFF,,
671,,2021-07-16,04:17:07.644145,,,,,,,23.289918285273078,,,
672,,2021-07-16,04:17:08.558546,,,,,,,,,Pass,
673,0.0,2021-07-16,04:17:10.676953,,,,,,,,,,
674,,2021-07-16,04:17:10.998907,RUN,,,,,,,,,
675,,2021-07-16,04:17:11.268171,,216.50660250310642,,,,,,,,
676,,2021-07-16,04:17:11.556182,,,49.93049026518307,,,,,,,
677,,2021-07-16,04:17:11.816552,,,,"{'maxValueVolt': 5.102643826825808, 'minValueVolt': 0.050563905157455125, 'maxValueCurr': 19.974257126879202, 'minValueCurr': 4.0305828605011795}",,,,,,
678,0.0,2021-07-16,04:17:15.665731,,,,,,,,,,
679,,2021-07-16,04:17:15.999555,RUN,,,,,,,,,
680,,2021-07-16,04:17:16.248193,,216.43417002741523,,,,,,,,
681,,2021-07-16,04:17:16.484604,,,59.87481839441922,,,,,,,
682,,2021-07-16,04:17:17.923485,,,,,ON,,,,,
683,,2021-07-16,04:17:19.333874,,,,,,54.92994204399506,,,,
684,0.0,2021-07-16,04:17:20.692433,,,,,,,,,,
685,,2021-07-16,04:17:21.050449,RUN,,,,,,,,,
686,,2021-07-16,04:17:21.310726,,216.52343800374248,,,,,,,,
687,,2021-07-16,04:17:21.584768,,,69.83577293907224,,,,,,,
688,,2021-07-16,04:17:21.837028,,,,,,,,OFF,,
689,,2021-07-16,04:17:22.668494,,,,,,,23.30519414066046,,,
690,,2021-07-16,04:17:23.649828,,,,,,,,,Pass,
691,,2021-07-16,04:17:24.751978,,,,FPPP,,,,,,
692,0.0,2021-07-16,04:17:25.697827,,,,,,,,,,
693,,2021-07-16,04:17:25.964308,RUN,,,,,,,,,
694,,2021-07-16,04:17:26.316111,,216.70077983950176,,,,,,,,
695,,2021-07-16,04:17:26.576303,,,79.8200693590138,,,,,,,
696,,2021-07-16,04:17:26.844299,,,,"{'maxValueVolt': 5.191387359588747, 'minValueVolt': -0.08990722340243162, 'maxValueCurr': 19.97592836018451, 'minValueCurr': 3.969408535603766}",,,,,,
697,0.0,2021-07-16,04:17:30.707398,,,,,,,,,,
698,,2021-07-16,04:17:31.108264,RUN,,,,,,,,,
699,,2021-07-16,04:17:31.343969,,216.54028976837964,,,,,,,,
700,,2021-07-16,04:17:31.612566,,,89.86637220218115,,,,,,,
701,,2021-07-16,04:17:33.044898,,,,,ON,,,,,
702,,2021-07-16,04:17:34.348779,,,,,,54.85801592818129,,,,
703,0.0,2021-07-16,04:17:35.760322,,,,,,,,,,
704,,2021-07-16,04:17:36.074408,HALT,,,,,,,,,
705,,2021-07-16,04:17:36.324812,,216.68132592775564,,,,,,,,
706,,2021-07-16,04:17:36.604158,,,99.98631320541462,,,,,,,
707,,2021-07-16,04:17:36.916191,,,,,,,,OFF,,
708,,2021-07-16,04:17:37.704295,,,,,,,23.34705449384686,,,
709,,2021-07-16,04:17:38.734329,,,,,,,,,Pass,
710,0.0,2021-07-16,04:17:40.768003,,,,,,,,,,
711,,2021-07-16,04:17:41.120178,HALT,,,,,,,,,
712,,2021-07-16,04:17:41.356521,,216.75795577913487,,,,,,,,
713,,2021-07-16,04:17:41.649119,,,109.98443683632132,,,,,,,
714,,2021-07-16,04:17:41.900374,,,,"{'maxValueVolt': 5.0772547668224135, 'minValueVolt': -0.06709385420526827, 'maxValueCurr': 19.95636567089453, 'minValueCurr': 4.0013732905178845}",,,,,,
715,0.0,2021-07-16,04:17:45.760158,,,,,,,,,,
716,,2021-07-16,04:17:46.267572,HALT,,,,,,,,,
717,,2021-07-16,04:17:46.620687,,216.8749308190658,,,,,,,,
718,,2021-07-16,04:17:47.098970,,,119.94995486861882,,,,,,,
719,,2021-07-16,04:17:47.632500,,,,,,,,,,"{'True': 44, 'False': 16}"
720,,2021-07-16,04:17:48.035547,,,,PPPF,,,,,,
721,,2021-07-16,04:17:48.383331,,,,,ON,,,,,
722,,2021-07-16,04:17:49.386946,,,,,,54.897291744735355,,,,
723,0.0,2021-07-16,04:17:50.790694,,,,,,,,,,
724,,2021-07-16,04:17:51.148536,HALT,,,,,,,,,
725,,2021-07-16,04:17:51.371975,,216.7083261744833,,,,,,,,
726,,2021-07-16,04:17:51.625131,,,9.970428009858164,,,,,,,
727,,2021-07-16,04:17:51.900277,,,,,,,,OFF,,
728,,2021-07-16,04:17:52.700711,,,,,,,23.407644190469107,,,
729,,2021-07-16,04:17:53.840628,,,,,,,,,Pass,
730,0.0,2021-07-16,04:17:55.772877,,,,,,,,,,
731,,2021-07-16,04:17:56.115574,HALT,,,,,,,,,
732,,2021-07-16,04:17:56.388323,,216.5876807022166,,,,,,,,
733,,2021-07-16,04:17:56.627913,,,19.93826650719776,,,,,,,
